prices,adresses,sqm,city
Totalpris: 3 347 445 ,"Nebbestølen 25, Fyllingsdalen",76 ,Bergen
Totalpris: 5 647 750 ,"Harald Skjolds veg 62, Rådal",199 ,Bergen
Totalpris: 3 186 748 ,"Øvregaten 9, Bergen",46 ,Bergen
Totalpris: 3 911 993 ,"Frydenbølien 27, Bergen",99 ,Bergen
Totalpris: 5 945 240 ,"C. Sundts gate 57, Bergen",78 ,Bergen
Totalpris: 3 678 250 ,"Apeltunlien 26, Rådal",72 ,Bergen
Totalpris: 7 022 250 ,"Bukkedalsåsen 30, Tertnes",277 ,Bergen
Totalpris: 2 576 160 ,"Herman Grans vei 33, Laksevåg",43 ,Bergen
Totalpris: 3 899 190 ,"Wessels gate 1B, Bergen",42 ,Bergen
Totalpris: 10 921 062 ,"Storetveithagen, Bergen",94 ,Bergen
Totalpris: 4 872 940 ,"Adolph Bergs vei 50B, Bergen",131 ,Bergen
Totalpris: 9 001 140 ,"Møhlenprisbakken 2, Bergen",122 ,Bergen
Totalpris: 3 702 093 ,"Frydenbølien 29, Bergen",98 ,Bergen
Totalpris: 6 169 150 ,"Bekkjarvikveien 38, Tertnes",129 ,Bergen
Totalpris: 3 231 868 ,"Åsligrenda 86, Ulset",59 ,Bergen
Totalpris: 2 980 306 ,"Bønesstølen 3E, Bønes",67 ,Bergen
Totalpris: 6 013 750 ,"Leirvikveien 73E, Godvik",144 ,Bergen
Totalpris: 4 246 052 ,"Skottegaten 1, Bergen",54 ,Bergen
Totalpris: 6 140 750 ,"Hunstadsvingen 13J, Bergen",90 ,Bergen
Totalpris: 3 797 240 ,"Petedalsheia 80, Sandsli",107 ,Bergen
Totalpris: 4 104 190 ,"Vilhelm Bjerknes' vei 58B, Bergen",121 ,Bergen
Totalpris: 3 998 900 ,"Bjørnsons gate 19, Bergen",80 ,Bergen
Totalpris: 2 533 471 ,"Brønndalen 78, Loddefjord",60 ,Bergen
Totalpris: 4 602 900 ,"Kvernslåttvegen 17, Rådal",83 ,Bergen
Totalpris: 6 525 650 ,"Sethøyen 43, Mjølkeråen",39 ,Bergen
Totalpris: 3 097 962 ,"Bønesstølen 9C, Bønes",65 ,Bergen
Totalpris: 11 777 740 ,"Nordåstræet 89A, Rådal",240 ,Bergen
Totalpris: 5 715 875 ,"Hans Hauges gate 16, Bergen",70 ,Bergen
Totalpris: 6 653 250 ,"Eidsvåglien 35, Eidsvåg i Åsane",174 ,Bergen
Totalpris: 5 722 300 ,"Apeltunvegen 2F, Nesttun",74 ,Bergen
Totalpris: 3 661 735 ,"Lotheveien 7, Bergen",234 ,Bergen
Totalpris: 4 106 280 ,"Karl Jebsens veg 3, Ytre Arna",81 ,Bergen
Totalpris: 6 765 650 ,"Breiviken 2, Bergen",58 ,Bergen
Eier (Selveier) ∙ Leilighet ∙ 2 soverom,"Bispengsgaten 25, Bergen",171 ,Bergen
Totalpris: 5 852 750 ,"Hetlebakkvegen 117A, Nyborg",77 ,Bergen
Totalpris: 3 549 141 ,"Ture Nermans vei 13, Fyllingsdalen",214 ,Bergen
Totalpris: 3 444 240 ,"Klaus Hanssens vei 35, Bergen",73 ,Bergen
Totalpris: 15 365 750 ,"Nils Langhelles vei 25A, Fyllingsdalen",55 ,Bergen
Totalpris: 10 977 750 ,"Nydalen 8, Paradis",299 ,Bergen
Totalpris: 5 801 140 ,"Munkebotn 35, Bergen",318 ,Bergen
Totalpris: 5 843 500 ,"Fanavegen 85, Rådal",85 ,Bergen
Totalpris: 9 235 250 ,"Steintræbakken 7, Rådal",88 ,Bergen
Totalpris: 5 651 940 ,"Grimseidvegen 427, Hjellestad",231 ,Bergen
Totalpris: 7 830 561 ,"Sandviksboder 78, Bergen",120 ,Bergen
Totalpris: 4 103 260 ,"KRÅVASSLIA 62, Flaktveit",70 ,Bergen
Totalpris: 4 908 000 ,"Petedalsheia 32, Sandsli",125 ,Bergen
Eier (Selveier) ∙ Leilighet ∙ 4 soverom,"Statsminister michelsens veg 79, Paradis",108 ,Bergen
Totalpris: 5 627 500 ,"Saudalskleivane 54, Mjølkeråen",202 ,Bergen
Totalpris: 9 225 240 ,"Haugeveien 3, Bergen",87 ,Bergen
Totalpris: 4 204 198 - 9 410 375 ,"Hamrevegen 37C, Kalandseidet",59 - 142 ,Bergen
Totalpris: 4 357 250 ,"Steinsvikskrenten 45, Rådal",71 ,Bergen
Totalpris: 7 798 890 ,"Mildevegen 84, Hjellestad",333 ,Bergen
Totalpris: 6 775 490 ,"Teatergaten 46, Bergen",96 ,Bergen
Totalpris: 4 106 837 ,"Fageråsen 31 A, Bergen",66 ,Bergen
Totalpris: 9 336 762 - 9 937 212 ,"Møllendalsveien 64, Bergen",87 - 89 ,Bergen
Totalpris: 1 845 759 ,"Frydenbøveien 22A, Laksevåg",29 ,Bergen
Totalpris: 3 457 117 ,"Ture Nermans vei 57, Fyllingsdalen",73 ,Bergen
Totalpris: 5 401 240 ,"Von der Ohes vei 6, Bergen",75 ,Bergen
Totalpris: 4 826 097 ,"Sundts veg 93, Nesttun",64 ,Bergen
Totalpris: 6 423 150 ,"Haukedalsveien 55, Tertnes",164 ,Bergen
Totalpris: 9 233 890 ,"Stokkedalen 103, Straumsgrend",213 ,Bergen
Totalpris: 2 774 150 ,"Trengereidlia 20, Trengereid",171 ,Bergen
Totalpris: 6 672 750 ,"Kipo 3A, Tertnes",117 ,Bergen
Totalpris: 2 864 076 ,"Solheimsgaten 66, Bergen",53 ,Bergen
Totalpris: 5 849 150 ,"Markaneset 24D, Søreidgrend",117 ,Bergen
Totalpris: 7 822 490 - 7 982 490 ,"Nordeidåsen 8, Søreidgrend",155 ,Bergen
Totalpris: 10 250 480 ,"Nordåsvegen 134B, Rådal",127 ,Bergen
Totalpris: 4 613 150 ,"Hamrevegen 25C, Kalandseidet",148 ,Bergen
Totalpris: 21 543 790 ,"Svartefjorden 98, Fana",59 ,Bergen
Totalpris: 5 135 730 ,"Sandslimarka 273, Sandsli",98 ,Bergen
Totalpris: 5 077 493 ,"Myrdalsvegen 44 K, Nyborg",360 ,Bergen
Totalpris: 9 738 500 ,"Farvikvegen 11A, Morvik",80 ,Bergen
Totalpris: 6 676 940 ,"Morvikbotn 256, Morvik",78 ,Bergen
Totalpris: 5 211 410 - 7 814 126 ,"Odins veg 45 og 47, Nesttun",312 ,Bergen
Totalpris: 3 417 905 ,"Haukedalen 71, Ulset",138 ,Bergen
Totalpris: 3 382 980 ,"Camilla Colletts gate 5F, Bergen",64 - 85 ,Bergen
Totalpris: 4 408 390 ,"Skottegaten 6, Bergen",82 ,Bergen
Totalpris: 2 683 387 ,"Frydenbølien 16, Bergen",46 ,Bergen
Totalpris: 3 382 390 ,"Skottegaten 6, Bergen",66 ,Bergen
Totalpris: 6 630 976 - 8 250 538 ,"Sandsliåsen 59, Sandsli",62 ,Bergen
Totalpris: 4 645 883 ,"Adolph Bergs vei 14, Bergen",44 ,Bergen
Totalpris: 10 872 650 ,"Nils Langhelles vei 31, Fyllingsdalen",89 - 148 ,Bergen
Totalpris: 5 133 250 ,"Einerkollen 39, Loddefjord",85 ,Bergen
Totalpris: 3 966 386 - 8 779 922 ,"Kokstadvegen 19, trinn 2, Kokstad",199 ,Bergen
Totalpris: 3 588 150 ,"Nye Sædalsveien 94, Bergen",206 ,Bergen
Totalpris: 6 666 690 ,"Løbergsveien 42, Bergen",55 - 114 ,Bergen
Totalpris: 10 525 390 ,"Smøråslia 27, Rådal",68 ,Bergen
Totalpris: 9 500 390 ,"Skjoldlia 35, Rådal",141 ,Bergen
Totalpris: 4 705 750 ,"Kråvasslia 193, Flaktveit",261 ,Bergen
Totalpris: 5 433 150 ,"Skottegaten 17, Bergen",200 ,Bergen
Totalpris: 3 684 240 ,"Garnesvegen 14, Indre Arna",106 ,Bergen
Totalpris: 8 012 420 - 8 012 420 ,"Kvernabekkvegen 96, Fana",74 ,Bergen
Totalpris: 6 509 221 ,"Dolvikbakken 159, Søreidgrend",62 ,Bergen
Totalpris: 6 201 240 ,"Jernbanebakken 3, Bergen",126 - 127 ,Bergen
Totalpris: 17 425 650 ,"Ole Irgens' vei 14, Bergen",139 ,Bergen
Totalpris: 4 878 781 ,"Erleveien 20, Bergen",93 ,Bergen
Totalpris: 2 109 025 ,"Christian Michelsens gate 2B, Bergen",174 ,Bergen
Totalpris: 2 870 650 ,"Øvre Stadionveien 18A, Laksevåg",65 ,Bergen
Totalpris: 11 013 740 - 11 663 740 ,"Nordeidstraumen 11, Søreidgrend",13 ,Bergen
Totalpris: 2 324 780 ,"Salhusvegen 269, Salhus",46 ,Bergen
Totalpris: 11 872 270 ,"Fanastølen 4, Fana",169 - 180 ,Bergen
Totalpris: 4 767 490 ,"Hatlestad terrasse 32, Nesttun",60 ,Bergen
Eier (Selveier) ∙ Leilighet ∙ 5 soverom,"Nøstegaten, Bergen",171 ,Bergen
Totalpris: 3 342 414 ,"Nordåsbrotet 109, Rådal",228 ,Bergen
Totalpris: 8 025 660 ,"Sundts veg 60, Nesttun",73 ,Bergen
Totalpris: 4 407 740 ,"Møllendalsveien 68D, Bergen",130 ,Bergen
Eier (Selveier) ∙ Enebolig ∙ 5 soverom,"Brennhaugen 32, Paradis",57 ,Bergen
Totalpris: 7 693 674 ,"Eidsvågveien 18, Eidsvågneset",246 ,Bergen
Totalpris: 4 785 390 ,"Høgstølen 36, Breistein",144 ,Bergen
Totalpris: 7 585 240 ,"Vestre Rå 92, Rådal",121 ,Bergen
Totalpris: 4 091 712 ,"Vindharpevegen 6E, Rådal",73 ,Bergen
Totalpris: 4 936 270 - 5 111 200 ,"Ådnavegen 25, Indre Arna",69 - 70 ,Bergen
Totalpris: 6 177 590 - 6 277 590 ,"Dolvikbakken, Søreidgrend",130 ,Bergen
Totalpris: 7 375 800 ,"Siljustølvegen 24F, Rådal",154 ,Bergen
Totalpris: 5 220 654 - 19 571 638 ,"Sandviksveien 80, Bergen",47 - 167 ,Bergen
Totalpris: 4 020 600 - 11 035 900 ,"Sandsli Stasjon | Sandslihovden 32-36, Sandsli",60 - 139 ,Bergen
Totalpris: 4 216 940 ,"Haukedalsbotn 18L, Tertnes",80 ,Bergen
Totalpris: 4 077 543 ,"Bredalsmarken 1, Bergen",61 ,Bergen
Totalpris: 3 968 491 ,"Våkleivskogen 88, Bønes",78 ,Bergen
Totalpris: 8 724 000 ,"Sandsliåsen 41, Sandsli",118 ,Bergen
Fellesutg.: 4 102 ,"Fløenbakken 41C, Bergen",64 ,Bergen
Totalpris: 2 431 240 ,"Monrad Mjeldes vei 3, Laksevåg",64 ,Bergen
Totalpris: 4 480 250 ,"Kong Oscars gate 25B, Bergen",48 ,Bergen
Totalpris: 6 056 390 ,"Grimstadvegen 92, Søreidgrend",129 ,Bergen
Totalpris: 15 017 160 - 15 017 160 ,"Fløenbakken 27, Bergen",201 ,Bergen
Totalpris: 8 718 390 ,"Torvbakken 9, Morvik",267 ,Bergen
Totalpris: 4 824 150 ,"Hylkjevegen 24, Hylkje",150 ,Bergen
Totalpris: 13 243 240 ,"Sagstadvegen 7B, Fana",174 ,Bergen
Totalpris: 4 888 890 ,"TOPPEVEGEN 11, Mjølkeråen",184 ,Bergen
Totalpris: 14 265 240 ,"Fjellveien 114, Bergen",267 ,Bergen
Totalpris: 14 146 342 ,"Steinsvikkroken 33B, Rådal",303 ,Bergen
Totalpris: 11 523 207 ,"Forskjønnelsen 7C, Bergen",136 ,Bergen
Totalpris: 4 060 650 ,"Søndre Lyderhornslien 58C, Loddefjord",66 ,Bergen
Totalpris: 3 671 757 ,"Arne Abrahamsens vei 11, Laksevåg",68 ,Bergen
Totalpris: 13 847 750 ,"Dyrhaugen 38, Rådal",207 ,Bergen
Totalpris: 6 779 900 ,"Lilletveitvegen 87B, Nesttun",202 ,Bergen
Totalpris: 5 849 150 ,"Nattlandsrinden 133, Bergen",126 ,Bergen
Totalpris: 2 716 181 ,"Monrad Mjeldes vei 3, Laksevåg",71 ,Bergen
Totalpris: 5 532 375 ,"Damsgårdsveien 56, Bergen",79 ,Bergen
Totalpris: 11 806 290 ,"Naustvegen 36, Mjølkeråen",235 ,Bergen
Totalpris: 4 299 940 - 8 314 960 ,"Lille Gartnerløkken - Salhusvegen 18, Nyborg",55 - 157 ,Bergen
Totalpris: 3 899 020 ,"Ny-Paradis 70, Paradis",100 ,Bergen
Totalpris: 5 494 650 ,"Strandgaten 207, Bergen",84 ,Bergen
Totalpris: 7 304 680 ,"Sandsliåsen nr.17, Sandsli",91 ,Bergen
Totalpris: 3 545 675 ,"J. L. Mowinckels vei 13, Fyllingsdalen",79 ,Bergen
Totalpris: 3 162 880 ,"Siljustølveien, Rådal",47 ,Bergen
Totalpris: 5 946 683 ,"Sundts veg 166, Nesttun",78 ,Bergen
Totalpris: 4 715 650 ,"Ytrebygdsvegen 34H, Søreidgrend",69 ,Bergen
Totalpris: 4 315 490 ,"Vestre Vallavegen 28, Nesttun",139 ,Bergen
Totalpris: 9 225 650 ,"Sundts veg 89, Nesttun",97 ,Bergen
Totalpris: 4 222 290 - 12 239 730 ,"Statsminister Michelsens veg 67, Paradis",60 - 115 ,Bergen
Totalpris: 4 603 490 ,"Hausdalsvegen 326, Kalandseidet",177 ,Bergen
Totalpris: 5 125 890 ,"Troldhaugvegen 38B, Paradis",69 ,Bergen
Totalpris: 3 123 325 ,"Tartargaten 18, Bergen",53 ,Bergen
Totalpris: 5 399 750 ,"Midthagen 37, Haukeland",208 ,Bergen
Totalpris: 4 809 692 - 11 837 172 ,"Fantoftvegen 2, Bergen",63 - 138 ,Bergen
Totalpris: 4 982 890 ,"Fanavegen 83, Rådal",71 ,Bergen
Totalpris: 7 384 542 ,"Gamle Nøstegaten 9, Bergen",67 ,Bergen
Totalpris: 12 320 740 ,"Rollandsvegen 6, Ulset",116 ,Bergen
Totalpris: 5 635 257 ,"Breivikdalen 69, Godvik",67 ,Bergen
Totalpris: 9 994 750 ,"Måseskjærveien 18, Bergen",88 ,Bergen
Totalpris: 5 851 390 ,"Stiaberget 207, Godvik",122 ,Bergen
Totalpris: 4 819 181 ,"Gjerdehaugene 8B, Mathopen",159 ,Bergen
Totalpris: 7 618 140 - 7 966 670 ,"Helldalsstølen, Nesttun",270 ,Bergen
Totalpris: 12 306 650 ,"Råtun 46B, Rådal",114 ,Bergen
Totalpris: 24 619 140 ,"Vilhelm Bjerknes' vei 102, Bergen",261 ,Bergen
Totalpris: 2 863 239 ,"Magnus Barfots gate 14, Bergen",156 ,Bergen
Totalpris: 8 816 000 ,"Nedre Slettestølen 4, Mjølkeråen",136 - 162 ,Bergen
Totalpris: 4 719 190 ,"Ådlandsstraumen 2, Blomsterdalen",348 ,Bergen
Totalpris: 11 189 400 ,"Hjellestadvegen 117, Blomsterdalen",273 ,Bergen
Totalpris: 8 098 500 ,"Morviksanden 25, Morvik",30 ,Bergen
Totalpris: 12 306 040 ,"Øvre Bergveien 53, Bønes",176 ,Bergen
Totalpris: 6 824 195 - 7 879 567 ,"Sandsli 360 Trinn 3, Sandsli",127 ,Bergen
Totalpris: 3 690 000 ,"Ekrebakken 12, Bergen",209 ,Bergen
Totalpris: 5 996 500 ,"Moldalia, Espeland",231 ,Bergen
Totalpris: 3 596 700 - 16 306 700 ,"YTRE SANDVIKEN, Bergen",215 ,Bergen
Totalpris: 6 453 500 ,"Breiviken 3A, Bergen",91 - 112 ,Bergen
Totalpris: 6 673 102 ,"Søndre Allmenningen 2, Bergen",54 ,Bergen
Totalpris: 5 833 250 ,"Tellevikvegen 93, Salhus",114 ,Bergen
Eier (Selveier) ∙ Tomannsbolig ∙ 4 soverom,"Timhøyen 5 A/B, Flaktveit",39 - 165 ,Bergen
Totalpris: 3 895 890 ,"Claus Frimanns gate 7, Bergen",86 ,Bergen
Totalpris: 2 435 794 ,"Mårdalen 10, Rådal",111 ,Bergen
Totalpris: 8 066 390 ,"Haukeberget 15, Ulset",326 ,Bergen
Totalpris: 5 635 240 ,"Blådalen 1, Øvre Ervik",54 ,Bergen
Totalpris: 4 295 750 ,"Sandeidbrotet 3, Fyllingsdalen",35 ,Bergen
Andel ∙ Leilighet ∙ 3 soverom,"Nøstegaten 72-74, Bergen",256 ,Bergen
Totalpris: 4 715 240 ,"Øvre Hordvikneset 56, Hordvik",148 ,Bergen
Totalpris: 10 225 375 ,"Møllendalsveien 64A, Bergen",108 ,Bergen
Totalpris: 6 023 740 ,"Søråshøgda 253, Rådal",120 ,Bergen
Totalpris: 3 420 216 - 10 549 078 ,"Feråsen 14 A-G, Rådal",90 ,Bergen
Totalpris: 6 463 540 ,"Banuren 59, Laksevåg",134 ,Bergen
Totalpris: 10 151 000 ,"Nordåsvegen 152, Rådal",45 - 121 ,Bergen
Totalpris: 3 689 549 ,"Storhammeren 41, Fyllingsdalen",176 ,Bergen
Totalpris: 3 248 127 ,"Sundts veg 93, Nesttun",351 ,Bergen
Eier (Selveier) ∙ Enebolig ∙ 3 soverom,"Gravdalsrinden 5D, Laksevåg",84 ,Bergen
Totalpris: 4 572 150 ,"Asylplassen 9, Bergen",40 ,Bergen
Totalpris: 5 129 190 ,"Wernersholmvegen 27F, Paradis",51 ,Bergen
Totalpris: 7 407 570 ,"Nesttunvegen 3, Paradis",85 ,Bergen
Totalpris: 3 446 988 ,"Nesttuntræet 19, Nesttun",98 ,Bergen
Eier (Selveier) ∙ Tomannsbolig ∙ 4 soverom,"Øvre Krabbedalen 20 A/B, Loddefjord",69 ,Bergen
Totalpris: 3 391 012 ,"Torgny Segerstedts vei 73, Fyllingsdalen",73 ,Bergen
Totalpris: 4 267 382 ,"Løvstakklien 10, Bergen",91 ,Bergen
Totalpris: 3 471 522 ,"Elsters gate 1, Bergen",57 ,Bergen
Totalpris: 6 550 750 ,"Skipanesvegen 29, Hjellestad",147 ,Bergen
Totalpris: 5 115 750 ,"Søndre Lyderhornslien 56, Loddefjord",88 ,Bergen
Eier (Selveier) ∙ Bygård/Flermannsbolig ∙ 4 soveromVisning etter avtale,"Løbergsveien 100A, Bergen",188 ,Bergen
Totalpris: 3 364 672 - 15 548 718 ,"Sandsliåsen 59, Sandsli",39 - 151 ,Bergen
Totalpris: 5 628 250 ,"Bøneslien 18, Bønes",152 ,Bergen
Totalpris: 3 991 971 ,"Ibsens gate 68, Bergen",182 ,Bergen
Totalpris: 5 023 150 ,"Storbotn 87, Øvre Ervik",70 ,Bergen
Totalpris: 3 475 750 ,"Sandslimarka 249C, Sandsli",82 ,Bergen
Totalpris: 2 039 990 ,"Tollbodallmenningen 39, Bergen",51 ,Bergen
Totalpris: 11 112 492 - 11 262 390 ,"Damsgårdsveien 91, Bergen",43 ,Bergen
Eier (Selveier) ∙ Enebolig ∙ 5 soverom,"Ytrebygdsvegen 133, Søreidgrend",115 ,Bergen
Totalpris: 4 881 442 - 4 881 442 ,"Klauvarinden 21C, Salhus",130 ,Bergen
Totalpris: 4 619 150 ,"Nordre Vallavegen 27, Nesttun",171 ,Bergen
Totalpris: 5 063 790 ,"Nordåsbrotet 111, Rådal",108 ,Bergen
Totalpris: 5 115 400 ,"Øvregaten 43A, Bergen",80 ,Bergen
Totalpris: 20 520 500 ,"Nattlandsfjellet 77, Bergen",366 ,Bergen
Totalpris: 1 937 891 ,"Fagerhaug 2A, Indre Arna",48 ,Bergen
Totalpris: 12 813 740 ,"Kringsjåveien 119, Laksevåg",218 ,Bergen
Totalpris: 10 473 790 ,"Myraskjenet 23A, Mathopen",204 ,Bergen
Totalpris: 6 248 490 ,"Sandviksveien 171B, Bergen",111 ,Bergen
Totalpris: 11 797 750 ,"Flyen 37C, Hjellestad",300 ,Bergen
Totalpris: 3 323 075 ,"Herman Grans vei 46, Laksevåg",48 ,Bergen
Totalpris: 7 697 750 ,"Indre Steinsvik 19C, Rådal",159 ,Bergen
Totalpris: 3 988 490 ,"Hednemyrsvegen 80, Kalandseidet",118 ,Bergen
Totalpris: 5 859 400 ,"Nylandsveien 17, Bergen",117 ,Bergen
Totalpris: 10 763 500 ,"Nygårdsgaten 72B, Bergen",158 ,Bergen
Totalpris: 17 074 250 ,"Store Starefossen 2F og 2G, Bergen",212 ,Bergen
Totalpris: 5 641 690 ,"Søråshøgda 192, Rådal",94 ,Bergen
Totalpris: 5 638 750 ,"Øvre Riplegården 109, Laksevåg",136 ,Bergen
Totalpris: 7 607 240 ,"Gyldenprisveien 16H, Bergen",94 ,Bergen
Totalpris: 7 073 740 ,"Breiholten 8, Kokstad",214 ,Bergen
Totalpris: 4 089 750 ,"Birkelandsbotn 25, Nesttun",111 ,Bergen
Totalpris: 8 713 500 ,"Garmann gate 1, Bergen",177 ,Bergen
Totalpris: 7 158 729 ,"Liaflaten 2A, Nyborg",101 ,Bergen
Totalpris: 3 177 740 ,"Løbergsveien 41, Bergen",48 ,Bergen
Totalpris: 4 808 250 ,"Gamlehaugvegen 45, Paradis",87 ,Bergen
Totalpris: 5 840 750 ,"Stokkedalen 75B, Straumsgrend",185 ,Bergen
Totalpris: 5 355 325 ,"Torborg Nedreaas' gate 20, Bergen",120 ,Bergen
Totalpris: 13 961 940 ,"Møllendalsveien 64A, Bergen",100 ,Bergen
Totalpris: 3 594 150 ,"Bruraleitet 15, Ytre Arna",185 ,Bergen
Totalpris: 4 104 190 ,"Fosswinckels gate 29 snr. 3, Bergen",40 ,Bergen
Totalpris: 9 739 390 ,"Gamle Kalvedalsveien 27, Bergen",155 ,Bergen
Totalpris: 11 788 500 ,"Wernersholmvegen 23, Paradis",248 ,Bergen
Totalpris: 4 939 140 ,"Osvegen 54, Nesttun",83 ,Bergen
Totalpris: 5 331 000 ,"Lilletveitåsen 18, Nesttun",162 ,Bergen
Totalpris: 5 417 240 ,"Gyldenprisveien 16H, Bergen",60 ,Bergen
Totalpris: 3 496 417 ,"Ture Nermans vei 33, Fyllingsdalen",73 ,Bergen
Totalpris: 5 126 250 ,"Hans Hauges gate 19, Bergen",65 ,Bergen
Totalpris: 3 591 690 ,"Øvre Seimsmark 29A, Indre Arna",112 ,Bergen
Totalpris: 4 572 890 ,"Søndre Lyderhornslien 30, Loddefjord",75 ,Bergen
Totalpris: 12 824 071 ,"Sundts veg 63, Nesttun",136 ,Bergen
Totalpris: 15 383 890 ,"Sandvikslien 9, Bergen",185 ,Bergen
Totalpris: 9 233 890 ,"Tømmeråsen 14, Paradis",321 ,Bergen
Totalpris: 4 384 253 ,"Daniel Hansens gate 5B, Bergen",74 ,Bergen
Totalpris: 3 792 406 ,"Ibsens gate 70, Bergen",71 ,Bergen
Totalpris: 3 054 346 ,"Vestre Vadmyra 10, Loddefjord",73 ,Bergen
Totalpris: 8 211 763 ,"Øvre Sædalsvegen 16, Bergen",117 ,Bergen
Totalpris: 9 234 890 ,"GRØNNESTØLSBAKKEN 5, Bergen",163 ,Bergen
Totalpris: 3 806 500 ,"Helldalsstølen 61, Nesttun",60 ,Bergen
Totalpris: 4 092 026 ,"Hatlestadlia 143, Nesttun",87 ,Bergen
Totalpris: 8 793 216 ,"Breivikdalen 69, Godvik",108 ,Bergen
Totalpris: 3 899 190 ,"Sandslimarka 249L, Sandsli",53 ,Bergen
Totalpris: 3 600 900 ,"Nygårdsgaten 68, Bergen",42 ,Bergen
Totalpris: 3 174 365 ,"Petedalsheia 74, Sandsli",79 ,Bergen
Totalpris: 5 125 650 ,"Hamrevegen 25E, Kalandseidet",100 ,Bergen
Totalpris: 5 449 400 ,"Straumeveien 201, Straumsgrend",123 ,Bergen
Totalpris: 3 805 900 ,"Kloppedalsvegen 59, Nesttun",61 ,Bergen
Totalpris: 4 695 237 ,"Søråshøgda 441, Rådal",118 ,Bergen
Totalpris: 9 040 500 ,"Grimseidvegen 31, Rådal",253 ,Bergen
Totalpris: 4 824 150 ,"Kipleskaret 21, Godvik",110 ,Bergen
Totalpris: 8 208 540 ,"Straumshaugen 1, Straumsgrend",260 ,Bergen
Totalpris: 5 542 490 ,"Alvøveien 143, Godvik",68 ,Bergen
Totalpris: 7 185 250 ,"Sæterstølvegen 104, Nyborg",217 ,Bergen
Totalpris: 3 498 389 ,"Flaktveitvegen 736, Flaktveit",110 ,Bergen
Totalpris: 4 120 740 ,"Nattlandsåsen 10, Paradis",105 ,Bergen
Fellesutg.: 2 501 ,"Brøstanesveien 98, Loddefjord",63 ,Bergen
Totalpris: 8 988 310 ,"Zetlitz' gate 2B, Bergen",87 ,Bergen
Totalpris: 7 179 190 ,"Breiviken 3A, Bergen",96 ,Bergen
Totalpris: 21 541 140 ,"Kalfarlien 8, Bergen",358 ,Bergen
Totalpris: 2 988 194 ,"Frydenbølien 21, Bergen",64 ,Bergen
Totalpris: 8 513 540 ,"Gravdalslien 94, Laksevåg",237 ,Bergen
Totalpris: 4 721 660 ,"Grimstadvegen 485B, Søreidgrend",147 ,Bergen
Fellesutg.: 5 244 ,"Lønborglien 144, Bergen",49 ,Bergen
Totalpris: 5 074 750 ,"Herman Grans vei 62B, Laksevåg",132 ,Bergen
Totalpris: 11 805 000 ,"Krokeidevegen 393A, Fana",227 ,Bergen
Totalpris: 3 691 940 ,"Saksarrinden 32, Sandsli",78 ,Bergen
Totalpris: 2 190 595 ,"Eikeveien 4, Bergen",24 ,Bergen
Totalpris: 3 988 026 ,"Hatlestad terrasse 22, Nesttun",109 ,Bergen
Totalpris: 4 934 000 ,"Klostergaten 14, Bergen",75 ,Bergen
Totalpris: 4 924 190 ,"Nordnesbakken 5, Bergen",70 ,Bergen
Totalpris: 7 893 150 ,"Richard Nordraaks gate 5, Bergen",128 ,Bergen
Totalpris: 3 865 500 ,"Steinsvikskrenten 21, Rådal",77 ,Bergen
Totalpris: 4 757 172 ,"Gyldenprisveien 16G - B-2, Bergen",58 ,Bergen
Totalpris: 2 869 185 ,"Garvergaten 5, Bergen",61 ,Bergen
Totalpris: 5 030 240 ,"Sandslimarka 249L, Sandsli",93 ,Bergen
Totalpris: 7 185 250 ,"Sagstadvika 11A, Fana",146 ,Bergen
Totalpris: 4 646 549 ,"Baglergaten 4A, Bergen",48 ,Bergen
Totalpris: 4 920 650 ,"Krohnegården 176, Fyllingsdalen",83 ,Bergen
Totalpris: 4 921 742 ,"Vilhelm Bjerknes' vei 58C, Bergen",81 ,Bergen
Totalpris: 5 433 390 ,"Tverrgaten 15, Bergen",77 ,Bergen
Totalpris: 2 401 278 ,"Skoglien 33, Bergen",36 ,Bergen
Totalpris: 5 995 875 ,"Jernbanebakken 3, Bergen",88 ,Bergen
Totalpris: 3 254 140 ,"Monrad Mjeldes vei 29, Laksevåg",61 ,Bergen
Totalpris: 2 046 265 ,"Benshaugen 4, Fyllingsdalen",28 ,Bergen
Totalpris: 3 075 240 ,"Rosenbergsgaten 23, Bergen",36 ,Bergen
Totalpris: 3 392 548 ,"Bredalsmarken 1, Bergen",49 ,Bergen
Totalpris: 13 846 640 ,"Møllendalsveien 64  A, Bergen",99 ,Bergen
Totalpris: 4 686 960 ,"Kirkegaten 1, Bergen",55 ,Bergen
Totalpris: 3 998 920 ,"Skjoldvegen 61B, Nesttun",44 ,Bergen
Totalpris: 4 912 155 ,"Nesttunvegen 3, Paradis",60 ,Bergen
Totalpris: 3 383 740 ,"Hordnesvegen 89B, Fana",151 ,Bergen
Totalpris: 12 319 140 ,"Geithusvegen 39, Hjellestad",101 ,Bergen
Totalpris: 4 883 650 ,"Stokkedalen 27, Straumsgrend",152 ,Bergen
Totalpris: 4 090 750 ,"Toppevegen 32, Mjølkeråen",105 ,Bergen
Totalpris: 6 982 990 ,"Sandsliåsen 57C, Sandsli",128 ,Bergen
Totalpris: 6 938 078 ,"Sundts veg 85, Nesttun",101 ,Bergen
Totalpris: 10 255 640 ,"Langenesvegen 59, Blomsterdalen",199 ,Bergen
