trans_id,lang,translation
"Alakartanontie",sv,"Nedergårdsvägen"
"Kuninkaantie 28",sv,"Kungsvägen 28"
"Rtori-Ilmala",fi,"Rtori-Ilmala"
"Raudunkulma",fi,"Raudunkulma"
"Lövkoskentie",fi,"Lövkoskentie"
"Naantalintie",sv,"Nådendalsvägen"
"Krattivuori",sv,"Skrattberget"
"Metsäpirtintie",sv,"Metsäpirttivägen"
"Tyyskylänkallio",sv,"Tjusterbyberget"
"Vuoriharjuntie 30",fi,"Vuoriharjuntie 30"
"Bredantie 16",fi,"Bredantie 16"
"Mäyräkuja",fi,"Mäyräkuja"
"Lt2-ilm",sv,"Lt2-ilm"
"Haapaniemi",fi,"Haapaniemi"
"Luoteisväylä",fi,"Luoteisväylä"
"Sahasaari",fi,"Sahasaari"
"Kinnarinkatu",fi,"Kinnarinkatu"
"Ylijoentie",fi,"Ylijoentie"
"Laituri 10",sv,"Plattform 10"
"Leppävaara-Viherlaakso-Vanhakartano",sv,"Alberga-Gröndal-Gammelgård"
"Juvan teollisuuskatu",sv,"Juva industrigatan"
"Skogby",sv,"Skogby"
"Kurk",sv,"Kurk"
"Haapasaarentie",sv,"Aspholmsvägen"
"Kustaantie",sv,"Gustavsvägen"
"Hommanäsintie",sv,"Hommanäsvägen"
"Haaga",sv,"Haga"
"Lillkanskog",sv,"Lillkanskog"
"Honkakallionkuja",fi,"Honkakallionkuja"
"Wessmanin tupa",sv,"Wessmans stuga"
"Länsiterm. - Ruoholahti (M) - Töölö -Sö (M) - Koskelan halli",fi,"Länsiterm. - Ruoholahti (M) - Töölö -Sö (M) - Koskelan halli"
"Hoas Kalasatama",fi,"Hoas Kalasatama"
"Kuusikkotie",sv,"Grandungevägen"
"Bassenraitti",sv,"Bassestråket"
"Kevättie",sv,"Vårvägen"
"Bredantie 40",fi,"Bredantie 40"
"Poutamäentie 10",sv,"Värmobackavägen 10"
"Kallioruohontie",sv,"Berggräsvägen"
"Arabia - Sörnäinen (M) - Ooppera",fi,"Arabia - Sörnäinen (M) - Ooppera"
"Matinkallio 12",sv,"Mattberget 12"
"Alppitie",sv,"Alpvägen"
"Tennistie 9",fi,"Tennistie 9"
"Kehä III, ramppi",sv,"Ring III, ramp"
"Isännäntie 12",sv,"Husbondevägen 12"
"Rtori1-Paloheinä",fi,"Rtori1-Paloheinä"
"Lukusolmu",fi,"Lukusolmu"
"Huovintie",fi,"Huovintie"
"Ailakkitie",fi,"Ailakkitie"
"Svartbäck",sv,"Svartbäck"
"Kivistö as. / Ruotsinkylä - Hyrylä - Kerava as.",sv,"Kivistö st. / Klemetskog - Skavaböle - Kervo st."
"Stansvikin rantakatu",sv,"Stansviks strandgata"
"Helsinki-Lahti",fi,"Helsinki-Lahti"
"Kultareuna",fi,"Kultareuna"
"Runonlaulajantie",fi,"Runonlaulajantie"
"Rajakentänkuja",fi,"Rajakentänkuja"
"Jätkäsaari-Ruskea. h",fi,"Jätkäsaari-Ruskea. h"
"Rautatientori - Arabia - Malmi - Jakomäki",fi,"Rautatientori - Arabia - Malmi - Jakomäki"
"Karting center",sv,"Karting center"
"Hevoshaantie",sv,"Hästhagsvägen"
"Pellavamäentie",fi,"Pellavamäentie"
"Arkadiankatu 4-6",sv,"Arkadiagatan 4-6"
"Pihlajiston ostosk.",fi,"Pihlajiston ostosk."
"Hanas. kultt.keskus",fi,"Hanas. kultt.keskus"
"Soukanraitti",fi,"Soukanraitti"
"Veijarinkallio",fi,"Veijarinkallio"
"Flytintie",fi,"Flytintie"
"Karhupuisto",sv,"Björnparken"
"Valkamanpelto",sv,"Hamnåkern"
"Vesterbacka",sv,"Vesterbacka"
"Volsintie",sv,"Volsvägen"
"Leppävaaran keskus",fi,"Leppävaaran keskus"
"Luuvantie",fi,"Luuvantie"
"Boxin paloasema",fi,"Boxin paloasema"
"Luuvaniementie",sv,"Lognäsvägen"
"Aholan palstatie et.",sv,"Aholan palstatie et."
"Sörnäinen",sv,"Sörnäs"
"Espoon keskus-Mikkelä-Kauklahti",sv,"Esbo centrum-Mickels-Köklax"
"Kamppi - Hämeenlinnanväylä ( - Nurmijärvi)",fi,"Kamppi - Hämeenlinnanväylä ( - Nurmijärvi)"
"Asemapäällikönkatu",sv,"Stinsgatan"
"Kannelkoti",sv,"Kantelehemmet"
"Viikin biokeskus",sv,"Viks biocenter"
"Ketokiventie 1",sv,"Fältstensvägen 1"
"Jokivarsi-Korso",sv,"Jokivarsi-Korso"
"Fredrikinkatu 20",sv,"Fredriksgatan 20"
"Iltatie 13",sv,"Kvällsvägen 13"
"Verkkokatu",fi,"Verkkokatu"
"Kytömaa",fi,"Kytömaa"
"Kilo",sv,"Kilo"
"Luutnantintie 15",fi,"Luutnantintie 15"
"Kallio",fi,"Kallio"
"Sipoonlahden koulu",fi,"Sipoonlahden koulu"
"Lentoasema-Helsinki",fi,"Lentoasema-Helsinki"
"Tikkurila - Koivukylä - Peijas - Rekolanmäki",fi,"Tikkurila - Koivukylä - Peijas - Rekolanmäki"
"Länsi-Hkin lukio",fi,"Länsi-Hkin lukio"
"Muurimestarintie",fi,"Muurimestarintie"
"Helsinki - Leppävaara - Kirkkonummi - Siuntio",sv,"Helsingfors - Alberga - Kyrkslätt - Sjundeå"
"FCG Käpylä",sv,"FCG Kottby"
"Uurtajantie",sv,"Laggarevägen"
"Kenttätie",sv,"Fältvägen"
"Gunillankallio",fi,"Gunillankallio"
"Keinukallio-Kerava",sv,"Keinukallio-Kervo"
"Elielinaukio - Kuninkaantammi - Kivistö - Lentoasema",fi,"Elielinaukio - Kuninkaantammi - Kivistö - Lentoasema"
"Taulutie",fi,"Taulutie"
"HY eläinlääketiet.",sv,"Veterinärmed. fakult"
"Kolmikulma",fi,"Kolmikulma"
"Lapinrinne",fi,"Lapinrinne"
"Merihaka",fi,"Merihaka"
"Kaskilaaksontie",fi,"Kaskilaaksontie"
"Maarukka",fi,"Maarukka"
"Pääskyskuja",sv,"Svalgränden"
"Vantaanmäki",sv,"Vandabacken"
"Porslahdentie 26",fi,"Porslahdentie 26"
"Oulunkylä-Keilan(M)",fi,"Oulunkylä-Keilan(M)"
"OP-Käpylä",sv,"OP-Kottby"
"Snellmaninkatu",fi,"Snellmaninkatu"
"Tilanhoitajankaari",fi,"Tilanhoitajankaari"
"Strömbergin ala-aste",fi,"Strömbergin ala-aste"
"Alokastie",fi,"Alokastie"
"Hansinkatu 4",fi,"Hansinkatu 4"
"Töyrytie",sv,"Brinkvägen"
"Vantinkulma",sv,"Fantshörnan"
"Päivärinteentie",sv,"Päivärinnevägen"
"Tapiola (M), l. 2",sv,"Hagalund (M), pf. 2"
"Teilimäki",fi,"Teilimäki"
"Hiomotie 3",fi,"Hiomotie 3"
"Apollonkatu 5",sv,"Apollogatan 5"
"Keravan asema lait. 11",sv,"Kervo station pf. 11"
"Rautatientori-Malmi-Tapanila-Puistola-Heikinlaakso",fi,"Rautatientori-Malmi-Tapanila-Puistola-Heikinlaakso"
"Merimiehenkatu",fi,"Merimiehenkatu"
"Riihimiehentie",sv,"Rikarlsvägen"
"Varpukallionkuja",sv,"Risbergsgränden"
"Etelätuulentie",fi,"Etelätuulentie"
"Tukholmankatu 23",sv,"Stockholmsgatan 23"
"Sorvaajankatu 10",sv,"Svarvaregatan 10"
"Kivikonkaari 39",sv,"Stensbölebågen 39"
"Kokinkyläntie",sv,"Kockbyvägen"
"Puolimatkantie",fi,"Puolimatkantie"
"Mellunmäentie",sv,"Mellungsbackavägen"
"Alvallantie",sv,"Alvallavägen"
"Olympiaranta 1",sv,"Olympiastranden 1"
"Ilkantie 11",fi,"Ilkantie 11"
"Kaislaranta",fi,"Kaislaranta"
"Peltovuorentie 12",sv,"Åkerbergsvägen 12"
"Linjamäki-Purola",fi,"Linjamäki-Purola"
"Pitäjänm. teoll.alue",fi,"Pitäjänm. teoll.alue"
"Lohimiehenpolku",fi,"Lohimiehenpolku"
"Maistraatintori",fi,"Maistraatintori"
"Ollkärrintie",fi,"Ollkärrintie"
"Roosinmäki",sv,"Roosbacken"
"Lindankuja",sv,"Lindagränden"
"Laajalahdentie 4",sv,"Bredviksvägen 4"
"Värströmintie 202 A",sv,"Värströmsvägen 202 A"
"Tapiola (M), l. 1",fi,"Tapiola (M), l. 1"
"Gesterbynpolku",fi,"Gesterbynpolku"
"Harbonkatu",sv,"Harbogatan"
"Martinsilta",sv,"Mårtensbro"
"Mankki",sv,"Mankby"
"Kustaantie 18",fi,"Kustaantie 18"
"Itäk-Nikkilä",fi,"Itäk-Nikkilä"
"Töölöntori",fi,"Töölöntori"
"Tasankotie",fi,"Tasankotie"
"Kaskiniityntie 11",fi,"Kaskiniityntie 11"
"Alkrogintie, Edupoli",fi,"Alkrogintie, Edupoli"
"Kirkkonummi - Gesterby - Kantvik",sv,"Kyrkslätt - Gesterby - Kantvik"
"Puistola",fi,"Puistola"
"Kuusmiehenkaari",sv,"Sexmansbågen"
"Kivenlahti (M)",sv,"Stensvik (M)"
"Palttinatie",sv,"Lärftstigen"
"Bredantie 32",fi,"Bredantie 32"
"Linnankoskenk. 25-27",sv,"Linnankoskig. 25-27"
"Tuomarilantie",sv,"Domsbyvägen"
"Puistokartano",fi,"Puistokartano"
"Kaarelantie",sv,"Kårbölevägen"
"Puustellintie",sv,"Boställsvägen"
"Piilopolku",sv,"Gömstigen"
"Kiitoradantie 2",sv,"Startbanevägen 2"
"Vanhankylän koulu",sv,"Vanhankylän koulu"
"Kamppi-Saunalahti-Kurttila",sv,"Kampen-Bastvik-Kurtby"
"Espoon k-Röylä",sv,"Esbo c-Rödskog"
"Rautatientori - Vuosaaren satama",fi,"Rautatientori - Vuosaaren satama"
"Kuutamokatu 8",sv,"Månskensgatan 8"
"Kamppi-Saunalahti",fi,"Kamppi-Saunalahti"
"Leppävaara-Kirkkonummi-Siuntio",fi,"Leppävaara-Kirkkonummi-Siuntio"
"Eskos",fi,"Eskos"
"Aseveljentie",sv,"Vapenbrödravägen"
"Hattulantie-Käpylä",fi,"Hattulantie-Käpylä"
"Eira-Munkkivuo",sv,"Eira-Munkshöjd"
"Palje",fi,"Palje"
"Murronmutka",fi,"Murronmutka"
"Sompasaari",sv,"Sumparn"
"Varjakanvalkama 38",fi,"Varjakanvalkama 38"
"Joupinpuisto",fi,"Joupinpuisto"
"Haukantie",sv,"Haukantie"
"Tapiola-Niittykumpu",sv,"Hagalund-Ängskulla"
"Matinkylä (M), l. 7",sv,"Mattby (M), pf. 7"
"Rautalammintie",fi,"Rautalammintie"
"Seurakuntakeskus",fi,"Seurakuntakeskus"
"Lauttasaaren silta",sv,"Drumsö bro"
"Metsätähdentie",sv,"Skogsstjärnevägen"
"Valhallantie",fi,"Valhallantie"
"Vuos(M) - Merikortti",sv,"Nords(M)-Sjökortsgrä"
"Ollaksen päiväkoti",fi,"Ollaksen päiväkoti"
"Hovitie",fi,"Hovitie"
"Kuukumäentie",fi,"Kuukumäentie"
"Nyyrikintie",sv,"Nyyrikkivägen"
"Itäk.(M)-Mellunm.",sv,"Östr.C.(M)-Mellungsb"
"Turvesuo",sv,"Torvmossen"
"Kotiniitynrinne",sv,"Hemängsbrinken"
"Heikinlaaksontie",fi,"Heikinlaaksontie"
"Karpaattientie 31",fi,"Karpaattientie 31"
"Rautatientori - Viikki - Latokartano",fi,"Rautatientori - Viikki - Latokartano"
"Torkkelinmäki",fi,"Torkkelinmäki"
"Opintien terminaali",fi,"Opintien terminaali"
"Rajalinnantie",sv,"Rajalinnantie"
"Kauppalaivurintie",sv,"Handelsskepparvägen"
"Veromiehen teoll.al.",fi,"Veromiehen teoll.al."
"Kirkkonummi mh, l. 6",fi,"Kirkkonummi mh, l. 6"
"Kivihaantie",sv,"Stenhagsvägen"
"Amiraalin puistotie",fi,"Amiraalin puistotie"
"Kylänvanhimmantie 7",sv,"Byäldstevägen 7"
"Klaneettitie",sv,"Klarinettvägen"
"Amiraalin Puistotie",fi,"Amiraalin Puistotie"
"Herttoniemi-Yliskylä",sv,"Hertonäs-Uppby"
"Itäkeskus (M) - Puotila - Vartioharju - Mellunmäki (M)",fi,"Itäkeskus (M) - Puotila - Vartioharju - Mellunmäki (M)"
"Mellunmäentie",fi,"Mellunmäentie"
"Teerentie",fi,"Teerentie"
"Suomenlinna, päälait",sv,"Sveaborg, huvudbr."
"Sarsala",sv,"Sarsala"
"Mariankatu",fi,"Mariankatu"
"Asemapäällikönk.",fi,"Asemapäällikönk."
"Pohjolankatu",fi,"Pohjolankatu"
"Ruoholahti - Salmisaari",sv,"Gräsviken - Sundholmen"
"Moreenitie",fi,"Moreenitie"
"Hakkilank. Kenttä",fi,"Hakkilank. Kenttä"
"Kiiltomadonpolku",fi,"Kiiltomadonpolku"
"Luhtimäki",fi,"Luhtimäki"
"Lentoasema T2",fi,"Lentoasema T2"
"Kinnarintie",fi,"Kinnarintie"
"Helmikuja",sv,"Pärlgränden"
"Jollaksentie 42",fi,"Jollaksentie 42"
"Leppävaara-Jupperi",sv,"Alberga-Jupper"
"Matinkylä (M), lait. 1",sv,"Mattby (M), pf. 1"
"Åkervikintie",sv,"Åkerviksvägen"
"Degerbyntie-Siuntion as.-Uusikylä(-Lohja)",fi,"Degerbyntie-Siuntion as.-Uusikylä(-Lohja)"
"Kirjokiventie 5",fi,"Kirjokiventie 5"
"Rtori8-Kotikonnunti",fi,"Rtori8-Kotikonnunti"
"Keravan as.",sv,"Kervo st."
"Sirkushevoset",fi,"Sirkushevoset"
"Helatehtaankatu",fi,"Helatehtaankatu"
"Hiirakkotie 9",fi,"Hiirakkotie 9"
"Karskogintie",sv,"Karskogvägen"
"Ruskeas h-Jätkäsaari",fi,"Ruskeas h-Jätkäsaari"
"Valkonauhantie",fi,"Valkonauhantie"
"Tarapotintie",fi,"Tarapotintie"
"Tuulensuuntori",sv,"Tuulensuutorget"
"Kärkipuisto",sv,"Spetsparken"
"Mäkelänkatu 30",fi,"Mäkelänkatu 30"
"Espoonlahti-Vanttila",fi,"Espoonlahti-Vanttila"
"Sateenkaari",fi,"Sateenkaari"
"Simaportti",fi,"Simaportti"
"Impivaarantie 4",fi,"Impivaarantie 4"
"Laivamiehenpolku",sv,"Skepparkransen"
"Grållas",sv,"Grållas"
"Myransintie",sv,"Myransvägen"
"Siippoo",sv,"Siippoo"
"Salpausseläntie 8",fi,"Salpausseläntie 8"
"Koskelan halli-Eira",sv,"Forsby hall-Eira"
"Kamppi, laituri 58",fi,"Kamppi, laituri 58"
"Alkrogintie",fi,"Alkrogintie"
"Hämeentie 31",fi,"Hämeentie 31"
"Jakomäki",sv,"Jakobacka"
"Rautat-Kulomäki",fi,"Rautat-Kulomäki"
"Olarin lukio",fi,"Olarin lukio"
"Jokelan asema",fi,"Jokelan asema"
"Pohjanrinne",sv,"Norrbrinken"
"Siltasaarenkatu 14",sv,"Broholmsgatan 14"
"Eriknäsintie",sv,"Eriknäsvägen"
"Raivio",sv,"Rödjan"
"Ramsinniementie",sv,"Ramsöuddsvägen"
"Bosund",sv,"Bosund"
"Naruportti",sv,"Snörporten"
"Pikkala",sv,"Pickala"
"Huvilinnanmäki",fi,"Huvilinnanmäki"
"Kutojantie 17",sv,"Knektbacksvägen"
"Käräjätuvantie",fi,"Käräjätuvantie"
"Kulolaakso",fi,"Kulolaakso"
"Usvatie",sv,"Disvägen"
"Turvesuonristi",sv,"Torvmosskorset"
"Pyhtäänkorvenkuja 1",fi,"Pyhtäänkorvenkuja 1"
"Viikin kirkko",fi,"Viikin kirkko"
"Laurinlahden koulu",fi,"Laurinlahden koulu"
"Forsbacka",fi,"Forsbacka"
"Koskenhaantie 23",sv,"Forshagavägen 23"
"Gustav Pauligin katu",sv,"Gustav Pauligis gata"
"Cygnaeus Lågstadium",fi,"Cygnaeus Lågstadium"
"Saramäentie",fi,"Saramäentie"
"Hansinkatu",fi,"Hansinkatu"
"Tuulentie",fi,"Tuulentie"
"ABB, Strömbergintie",sv,"ABB, Strömbergsvägen"
"Friggesbyntie 15",sv,"Friggesbyvägen 15"
"Inex KT",sv,"Inex KT"
"Nynäsintie",sv,"Nynäsvägen"
"Ratsutallintie",fi,"Ratsutallintie"
"Koskelan halli - Pasila as. - Ilmala",sv,"Forsby hall - Böle st. - Ilmala"
"Alatörmä",fi,"Alatörmä"
"Kantanonranta",sv,"Herrgårdsstranden"
"Koivusilta",sv,"Koivusilta"
"Tulppatie 7",sv,"Pluggvägen 7"
"Gesterborgintie 3",fi,"Gesterborgintie 3"
"Helluntairaitti",sv,"Pingststråket"
"Maraton",sv,"Maraton"
"Muuralantie",sv,"Morbyvägen"
"618",fi,"618"
"Keilaniemi(M)",sv,"Kägeludden(M)"
"Vuosaari (M) - Aurinkolahti - Vuosaaren satama",fi,"Vuosaari (M) - Aurinkolahti - Vuosaaren satama"
"Tove Janssonin p.",fi,"Tove Janssonin p."
"Kaskenpolttajantie",fi,"Kaskenpolttajantie"
"Nihtimäentie",sv,"Knektbacksvägen"
"Eestinlaakso",sv,"Estdalen"
"Jakomäentie 10",fi,"Jakomäentie 10"
"Lönnholmintie",fi,"Lönnholmintie"
"Fallkulla",sv,"Fallkulla"
"Pohjolankatu 18",sv,"Pohjolagatan 18"
"Malmin asematie",fi,"Malmin asematie"
"Elielinaukio",sv,"Elielplatsen"
"Mechelininkatu 17",sv,"Mechelingatan 17"
"Paalantie",fi,"Paalantie"
"Ryytimaankuja",sv,"Kryddgårdsgränd"
"Karakallion keskus",sv,"Karabacka centrum"
"Korkeavuorenkatu 11",fi,"Korkeavuorenkatu 11"
"Juhanintie",fi,"Juhanintie"
"Tyyskyläntie",fi,"Tyyskyläntie"
"Pohjolanaukio",sv,"Pohjolaplatsen"
"Klovi",sv,"Klovis"
"Viilarinkuja",sv,"Filargränden"
"Hannuntie",fi,"Hannuntie"
"Juula",fi,"Juula"
"Kiviruukinportti",sv,"Stenbruksporten"
"Kamppi-Tapiola (M)-Niittykumpu (M)-Olari- Latokaski",fi,"Kamppi-Tapiola (M)-Niittykumpu (M)-Olari- Latokaski"
"Alkrogintie",sv,"Alkrogvägen"
"Aviabulevardi 2",sv,"Aviabulevarden 2"
"Kirstinmäki",fi,"Kirstinmäki"
"Liljatie",sv,"Liljevägen"
"Rannikkolaivurint 16",fi,"Rannikkolaivurint 16"
"Runeberginkatu 10",sv,"Runebergsgatan 10"
"Hakaniemi-Korso",sv,"Hagnäs-Korso"
"Humallahti",sv,"Hummelviken"
"Ruotutorppa",sv,"Rotetorpet"
"Nuppulinnan asema",sv,"Nuppulinnan asema"
"Munkkisaari",sv,"Munkholmen"
"Tallinnanaukio",fi,"Tallinnanaukio"
"Kala-Kosk.halli",sv,"Fisk-Forsb.hall"
"Kerava-Jp",sv,"Kervo-Träskända"
"Kaisaniemenkatu",sv,"Kajsaniemigatan"
"Nummenkylä",sv,"Nummenkylä"
"Mellunmäki, lait. 11",sv,"Mellungsbacka, pf. 11"
"Riipiä",fi,"Riipiä"
"Vantaankoski as.",sv,"Vandaforsen st."
"Veklahdentie",fi,"Veklahdentie"
"Tilanhoitajankaari",sv,"Förvaltarbågen"
"Hiirakkokuja",sv,"Musblacksgränden"
"Lapinkylä",sv,"Lappböle"
"Pornainen koulukesk.",sv,"Pornainen koulukesk."
"Riistavuorenkuja 6",fi,"Riistavuorenkuja 6"
"Korpimaa 1",fi,"Korpimaa 1"
"Kirstin koulu",fi,"Kirstin koulu"
"Myllypellonkuja",fi,"Myllypellonkuja"
"Koivusilta",fi,"Koivusilta"
"Robert Huberin tie",sv,"Robert Hubers väg"
"Miestenmetsä",fi,"Miestenmetsä"
"Svenska normallyceum",sv,"Svenska normallyceum"
"Vaahterakuja",fi,"Vaahterakuja"
"Siuntio - Nysvidja",sv,"Sjundeå - Nysvidja"
"Äraportti",sv,"Äraporten"
"Lokirinne",sv,"Loggbranten"
"Puolimatkantie",sv,"Puolimatkantie"
"Orionintie",fi,"Orionintie"
"Ruuvikuja",fi,"Ruuvikuja"
"Kampin terminaali, lait. 48",sv,"Kampens terminal, pf. 48"
"Kt-mek",sv,"Kt-mek"
"Lansanpuro",fi,"Lansanpuro"
"Kaskenpolttajantie",sv,"Svedjebrännarvägen"
"Kalasääskentie",sv,"Fiskgjusvägen"
"Kivipadontie",fi,"Kivipadontie"
"Matinkylä (M) - Finnoo (M) - Espoon keskus - Myyrmäki",sv,"Mattby (M) - Finno (M) - Esbo centrum - Myrbacka"
"Kolkekannas",sv,"Klappedet"
"Myyrmäen uimahalli",sv,"Myrbacka simhall"
"Sunnanvik tiehaara",sv,"Sunnanviks vägskäl"
"Paalantie",sv,"Paalantie"
"Vanha maantie",fi,"Vanha maantie"
"Kauklahti-Knummi",fi,"Kauklahti-Knummi"
"Hakaniemi, tulo",fi,"Hakaniemi, tulo"
"Pohj. Heikelintie",fi,"Pohj. Heikelintie"
"Osumapuisto",fi,"Osumapuisto"
"Sadolin",fi,"Sadolin"
"Killnäsintie",fi,"Killnäsintie"
"Kehtotie",sv,"Vaggvägen"
"Lokkisaarentie 13",sv,"Trutholmsvägen 13"
"Kirkkoreitti",fi,"Kirkkoreitti"
"Sunanniityntie",sv,"Sunaängsvägen"
"Bredantie 32",sv,"Bredavägen 32"
"Röykkä",fi,"Röykkä"
"Kauppam-Keilan(M)",fi,"Kauppam-Keilan(M)"
"Hännikäine-Kalajärvi",sv,"Hännikäine-Kalajärvi"
"Helsinki (Kamppi) - Keimola - Luhtaanmäki ( - Klaukkala)",fi,"Helsinki (Kamppi) - Keimola - Luhtaanmäki ( - Klaukkala)"
"Mäntypaadentie 19",fi,"Mäntypaadentie 19"
"Kivikonkaari 17",sv,"Stensbölebågen 17"
"Kelkkamäentie",sv,"Kälkbacksvägen"
"Koskikuja 9",sv,"Forsgränd 9"
"KH-portti",sv,"KH-porten"
"Raudunkulma",sv,"Rautuhörnan"
"Haukantie",fi,"Haukantie"
"Nuottarinne 2",sv,"Notbrinken 2"
"Maakirjantie",sv,"Jordeboksvägen"
"Hakaniemi-Honkanummi-Havukoski-Päiväkumpu-Koivukylä",fi,"Hakaniemi-Honkanummi-Havukoski-Päiväkumpu-Koivukylä"
"Humalniementie",fi,"Humalniementie"
"Nöykkiön koulu",fi,"Nöykkiön koulu"
"Peijaksentie",sv,"Pejasvägen"
"Tikkurila-Sotunki-Nikinmäki-Leppäkorpi-Korso",fi,"Tikkurila-Sotunki-Nikinmäki-Leppäkorpi-Korso"
"Nikkilä-Kerava",fi,"Nikkilä-Kerava"
"Tikkurila-Kerava",sv,"Dickursby-Kervo"
"Kamppi-Turunväylä-Veikkola-(Lohja)",fi,"Kamppi-Turunväylä-Veikkola-(Lohja)"
"Karhupuisto - Malmi - Puistolan asema - Ala-Tikkurila",fi,"Karhupuisto - Malmi - Puistolan asema - Ala-Tikkurila"
"Nuijamiestentie",fi,"Nuijamiestentie"
"Veräjäpelto",fi,"Veräjäpelto"
"Itäkeskus (M), lait. 13",fi,"Itäkeskus (M), lait. 13"
"Munkkivuori-Talinranta-Ritolehto",sv,"Munkshöjden-Talistranden-Ritolunden"
"Peltomyyränkuja",fi,"Peltomyyränkuja"
"Merenkulkija",sv,"Sjöfararen"
"Ilmakehä",sv,"Luftfleden"
"Tolsantie 14",fi,"Tolsantie 14"
"Vuosaaren satama (Hansaterm.)",fi,"Vuosaaren satama (Hansaterm.)"
"Rannikonmäki-Rusutjärvi-Paijala-Hyrylä",sv,"Rannikonmäki-Rusutjärvi-Paijala-Skavaböle"
"Rastaskukkula",fi,"Rastaskukkula"
"Tyyneläntie",fi,"Tyyneläntie"
"Rykmentinmäki",sv,"Regementsbacken"
"Hirvikalliontie",sv,"Hirvikalliovägen"
"Espoonsilta",fi,"Espoonsilta"
"Halkiantie",fi,"Halkiantie"
"Tapiola(M)-Mankkaa-Kauniainen-Jorvi",fi,"Tapiola(M)-Mankkaa-Kauniainen-Jorvi"
"Rtori8-Kontulankaari",sv,"Jvtorg8-Gårdsbackab."
"Rtori8-Kotikonnunti",sv,"Jvtorg8-Hemgårdsväg"
"Kuninkaansatama",fi,"Kuninkaansatama"
"Lambertinniitty",fi,"Lambertinniitty"
"Brödtorp",sv,"Brödtorp"
"Riffikatu",sv,"Riffikatu"
"Poutamäentie 10",fi,"Poutamäentie 10"
"Peijas-Kerava",fi,"Peijas-Kerava"
"Ruoholahti - Salmisaari",fi,"Ruoholahti - Salmisaari"
"Merikansantie",fi,"Merikansantie"
"Senaatintori",sv,"Senatstorget"
"Puotilan leikkiniitt",sv,"Botby lekäng"
"Tuluskuja",sv,"Elddonsgränden"
"Kyntäjäntie 17",fi,"Kyntäjäntie 17"
"Asematie 40",sv,"Stationsvägen 40"
"Rautatientori, l. 2",fi,"Rautatientori, l. 2"
"Retkeilijänkatu",fi,"Retkeilijänkatu"
"Hyljeloukku",fi,"Hyljeloukku"
"Vihdintien silta",sv,"Vichtisvägens bro"
"Katajaharjuntie 8",fi,"Katajaharjuntie 8"
"Äyritie 10",sv,"Örevägen 10"
"Kamppi, lait. 49",fi,"Kamppi, lait. 49"
"Erkinkuja",fi,"Erkinkuja"
"Moreenitie",sv,"Moränvägen"
"Flytintie",sv,"Flytvägen"
"Degerbyntie-Siuntion as.-Uusikylä(-Lohja)",sv,"Degerbyvägen-Sjundeå st.-Nyby(-Lojo)"
"Helmikuja",fi,"Helmikuja"
"Vesiniityntie",sv,"Vattuängsvägen"
"Kitön tienhaara",sv,"Kitö vägskäl"
"Siilintie",fi,"Siilintie"
"Hietakummuntie 1",fi,"Hietakummuntie 1"
"Itäk.(M)-Myllypuro",sv,"Ö.centrum-Kvarnbäcke"
"Tapiola (M), lait. 3",sv,"Hagalund (M), pf. 3"
"Kisatie",sv,"Kampvägen"
"Eira-Ooppera",sv,"Eira-Operan"
"Pohjoisniementie",fi,"Pohjoisniementie"
"Kavallinmäki",fi,"Kavallinmäki"
"Moukaritie",fi,"Moukaritie"
"Helsinki - Leppävaara - Kauklahti",sv,"Helsingfors - Alberga - Köklax"
"Leppävaara - Kauklahti",fi,"Leppävaara - Kauklahti"
"Suinonkuja",sv,"Svinögränden"
"Itäinen Jokipuisto",sv,"Östanåparken"
"Vanha valtatie",fi,"Vanha valtatie"
"Espoonl.-Kauklahti",fi,"Espoonl.-Kauklahti"
"Tehtaankatu",fi,"Tehtaankatu"
"Kiviruukki",sv,"Stenbruket"
"Rautatientori, l.10",sv,"Järnvägstorget,pf.10"
"Lapilan koulu",fi,"Lapilan koulu"
"Siippoo",fi,"Siippoo"
"Ilmalan asema",sv,"Ilmala station"
"Abraham Wetterin tie",sv,"Abraham Wetters väg"
"Karskogintie",fi,"Karskogintie"
"Kääpäkuja",fi,"Kääpäkuja"
"Kalasääskentie",fi,"Kalasääskentie"
"Ruoholahdenranta",sv,"Gräsvikskajen"
"Hirsipadontie",sv,"Timmerdammsvägen"
"Keltamotie 35",sv,"Svalörtsvägen 35"
"Rautat-Kulomäki",sv,"Järnv-Brännberga"
"Turvesuonristi",fi,"Turvesuonristi"
"Vierumäentie",sv,"Vierumäkivägen"
"Kaiv-Myyrm-Hämk",sv,"Gruv-Myrb-Tavb"
"Finnoonsolmu",sv,"Finnoknuten"
"Niemenkylä",sv,"Näsby"
"Ilmalanrinne",fi,"Ilmalanrinne"
"Porarinkatu",fi,"Porarinkatu"
"Eestinmetsä",fi,"Eestinmetsä"
"Myyrmäentie",fi,"Myyrmäentie"
"Sammaltori",sv,"Mosstorget"
"Rautatientori-Östersundom-Söderkulla-Nikkilä-Jokimäki",fi,"Rautatientori-Östersundom-Söderkulla-Nikkilä-Jokimäki"
"Hepomurto",fi,"Hepomurto"
"Knaperbacka",fi,"Knaperbacka"
